_id,leaf_label,pred,text
203,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Other-Fake-Support,"Madam, Sir,

I take advantage of this email exchange to inform you of a new computer incident that has just happened to me.

I was consulting the official website of the World Curling Championship currently taking place in Geneva, when the screen suddenly froze, several pages appeared one of which ""informed me that my computer had been blocked as a precaution because there was a risk of hacking..."". This message offered me to contact a free Microsoft service whose phone number was 022 539 44 05. I obviously did not dial this number and turned off my computer. I called Swisscom to find out the holder of this line, without result, it does not correspond to anything.

Do you have the possibility to call this number to find out more???

Thanking you for informing me of the follow-up you will give to this email I send you Madam, Sir, my best regards

PS: After a few minutes I reopened my computer and noted that the situation was back to ""normal"""
211,Fraud/Fake-Support/Popup,Phishing/Vishing/Callback-Scam,"Hello,

I need to report what happened to me this afternoon. I was reading articles on a gardening blog when suddenly my screen filled with a Microsoft Defender warning. A robotic voice kept repeating that my bank account was at risk and that I had to call +41 22 575 09 88 within five minutes or my account would be frozen by Microsoft.

I am 71 years old and I almost called. My grandson happened to call me about something else and I told him what was happening. He told me to just unplug the computer, which I did. After turning it back on everything was normal.

I want to thank you and also warn others. These people target older folks. The voice was very convincing and the sound of the alarm made me feel I was in real danger.

Regards,
W. Eriksson"
41,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Pig-Butchering,"Dear Sir/Madam,    

With due respect I have invested in a Final Frontier Specialist Blockchain and Crypto Assets Investment Firm located in Dammstrasse 16 6300 Zug Switzerland. I have invested
for trading purpose. Now when I submit a request of withdrawal, they are asking to invest more crypto asset to proceed with the withdrawal process. I kindly request your esteemed organization to look into this matter as they have no right to block my crypto asset for reference I am providing
the website link. 

I am very thankful to you for your help in this regard 

Link: https://web.finalfrontierinvest.top/#/ 

Regards Mousstaff Khaled

Country: Pakistan"
46,Fraud/Investment-Fraud/Other-Investment-Fraud,Phishing/Classified-Ad-Phishing,"Hello.

I am writing in English because I can better explain situation. Long story short I have buy one online business for around 40.000 USD and pay via Bitcoins. I dont know if this is scam or legit business but I am concerned. The second one fraud was cryptocurrency investment where I have transfer 53.000 USD for investment in cryptocurrency trading business olso sent via BTC. I just want to know where can I report that becase it's really a lot of to talk about maybe I would need termin to create. I want to know if I need to go to some special department that is doing that kind of investigation or I need to report to police. That was my life savings for my 7 years here in Switzerland. So if there's some special department that is doing this investigation can you please point me in right direction?I have two probably scames that is going on me and I don't know what to do. I was writing to police these days they didn't reply me. I was even sceptical to go to the police becase I think that my cases are for international investigation and I am afraid that police will not do the work necessary to catch these two persons. I have send around 100.000 in BTC to these to potential scammers. I have a lot to talk about to right department and I dont know where to turn my head towards. I have a lot of stuff on email from the first business that I get involved into. I really need specialist to look into this. Can you help me somehow point me in right direction maybe you are those department that I need to talk to if so I need termin.

Thank you very much and have a nice day.

Martina Sulvojic"
59,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Pig-Butchering,"https://bytesi.vip

My friend contacted me to ask if I want to invest in a platform that returns 3% on investment per day.

I realized she is being scammed by the ponzi scheme organization. I explained to her it's dangerous and not to invite more people.

These people seem to operate for the last couple of months intensively, and based on the stories it could be running for 2 years, but I think the stories could be misleading.

The schema is international.

Do you have some suggestions how to report this, maybe point me to the correct authorities for this matter?

Thanks!"
43,Fraud/Investment-Fraud/Other-Investment-Fraud,Phishing/Refund-Phishing,"Hello 

I am reporting criminal acts,and  have been defrauded by a website and its managers operating in Grand Lance, called boostyflow.com. I have been extorted out of my personal money over $7700 CAD. This is a trading website, they persuade you to invest money with the help of a manager.In my case his name is: Eric Daniel( email address: Eric-daniel @boostyflow.com).I invested with him on my account in boostyflow, the amount of profit reached 36kUSD. 

I asked to take my money and  close the account, Eric agreed and he said the money had to be transferred to a crypto wallet at crypto.com, I opened up a wallet there.He then instructed me to do the transfers to crypto currency, I did that. Then he had an accomplice named Mike take over on the phone, then the money disappeared and did not show in my wallet.I suspect he had the money transferred to his personal wallet.I asked Eric to give me back my money, that I invested, he said it's in the crypto blockchain and I had to put in more money to cover the eth gas fees, another $5k from my personal account. I did not believe him. And that's the status as of now. I have supporting email chain from Eric and crypto.com to support my case.I can forward these as required. I would like crypto.com and Boostyflow investigated as I believe they are both fraudulent sites, and there must be many people getting scammed from these entities as I did. Any assistance would be greatly appreciated.Please let me know if there is anything else required.

Thankyou"
48,Fraud/Investment-Fraud/Other-Investment-Fraud,Phishing/Refund-Phishing,"Hi,

I have made an investment in the Ridge Pharmaceutical company. They are not allowing to  withdraw the money and again and again asking tax, transaction fee, late fees etc.  As per them company is registered in Switzerland and the address is 2Untere Bahnhofstrasse 75, Camorino, Switzerland. Could you kindly help me to get the investment."
57,Fraud/Investment-Fraud/Other-Investment-Fraud,Phishing/Vishing/Callback-Scam,"This number is calling me everyday and is being very pushy about an investment opportunity and does not take no for an answer. Somehow he managed to call at my work looking for me 

It is a Swiss number +41766668898"
42,Fraud/Investment-Fraud/Other-Investment-Fraud,Phishing/Classified-Ad-Phishing,"Dear representatives,
My name is Michel Tocri.

On April 4, 2019, I made an account on a ‘crypto trade’ site: krakentokens.com/mobile/#/, following a link, sent on Telegram by Ander +447360253780, someone I don’t know in real life, who I got in touch with on Bumble.

On April 6th in the morning I realized the site was spam because the money I had tried to return to my Binance account on 15 April in the evening, as Ander taught me, hadn’t yet arrived in my account.

To register on this site, I used one of my e-mail addresses MichelTocri@gmail.com and for identification, I sent my Romanian passport photo and my Swiss driving license photo. I could not delete the account after I realized it was spam and at the moment I cannot access that account anymore with the login data I have.

I cancelled both my passport and my driving license on 9 June 2019 but I was wondering if you could tell me if there is anything else I should do to prevent my identity from being used for further possible crime, such as money laundering, especially as if they google my name they can easily find out exactly where I work and they might also have my phone number from Telegram. For example, is there something similar to CIFAS (UK) in Switzerland, where I could apply for protective registration?
I would also like to declare that I have only one bank account (Postfinance) and one credit Card (Cembra), as well as a Revolut account, where I send money using my Cembra card. I have no other accounts and no credits in Switzerland and abroad, I haven’t opened any since 4 March and I am not going to open any in the future.
I deleted the chat with Ander on both sides after taking some photos of the conversation and blocked him. On Tuesday he tried to contact me using a Chinese name (@guozi1998). Another girl I don’t know, called Evelyn (@Evelyn811), tried to contact me on Wednesday, because of the same reason I suppose, when the man saw that he couldn’t get in contact with me anymore. From the photo, she also looks Chinese and I suppose they both might be part of a larger network.
I would appreciate receiving a confirmation of receipt of this report at michitoc@gmail.com and saliva.saliva@bluewin.ch. I am willing to give further details and share photos related to the incident if this could be helpful in other similar situations as well. However, I would like my identity to be protected from public displays such as the news, for example.

Thank you very much for your assistance.
Kind regards,
Michel Tocri"
58,Fraud/Investment-Fraud/Other-Investment-Fraud,Phishing/Refund-Phishing,"When I invested in this company before, the company withheld my funds because I did not pay enough. Now after I paid off the money owed to this company, the company insisted they didn't receive it, even though I have transaction records on hand as proof"
188,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Fake-Support/Other-Fake-Support,"I got contacted by a user on Snapchat presenting herself as Chinese and Thai. Username is ailin20247042. After a discussion she guided me through creating a crypto wallet on the MetaMask application. She then guided me to a website and asked to send Ethereum to an address. Address required to login the app though MetaMask which allowed them to check my balance. I used an empty brand new wallet and didn't send anything, but people could be tricked, the website is dangerous."
191,Fraud/Investment-Fraud/Pig-Butchering,Phishing/Vishing/Callback-Scam,"I was first contacted on Telegram, then we continued on WhatsApp, the person I was writing with offered me to invest in cryptocurrency, the first 2 times I won, then he made me invest more and I haven't recovered anything to this day I have a loss of 36000 CHF, every time I contact him I get no response. every time I am redirected to other sites, like (vm.papepritz.com onlaine chat or ie122.com and I can't recover my investment, I have already filed a complaint with the police but I feel like they are ignoring me, I have a screenshot of the person and an email address more than 6 months have passed since. the person told me she lives in zurichberg and wanted to open a beauty institute."
197,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Other-Investment-Fraud,"Hello - a person (Tinder) is trying to push investments on me. The texts are partially generated with AI... I still have her on the hook (or she thinks she has me on the hook). I'm not sure whether this case interests you at all, since I have not transferred any money so far (and don't intend to either). If you want, I can send you further information."
192,Fraud/Investment-Fraud/Pig-Butchering,Phishing/Vishing/Callback-Scam,"I am hereby filing a complaint regarding a suspected attempted fraud on the internet. At the beginning of January I started chatting on WhatsApp with a woman. She asked me if I knew about passive income and suggested a website to me. After initial small investments, I dared to invest larger sums. Now I can no longer log into my trading account and I have been asked to pay a risk deposit. This risk deposit is supposedly meant to verify my creditworthiness. Once the creditworthiness has been verified, I will be able to access my investments and my profit."
84,Malware/Ransomware,Phishing/Refund-Phishing,"Dear Madam / Sir,
I have just tried to report this through the online form but an error occurred.

I am working in the Modal Assurance team (Risk Management / Security) of flammèche Cosmetics, based in Basel.
During last weekend (31st march / 1st April), 1 database of our Group hosted by Microsoft Azure and containing personal data of customers has been attacked.
The adversary then accessed our mailing system (Sendgrid) and sent an email to some approximately 2,700 of our colleagues, in several waves yesterday and today. The emails were to inform of the attack, and to threaten to sell the stolen data if the company did not pay 45 BTC in ransom. You can find the emails in attachment.
We have established a crisis management team comprising of our internal IT teams in Switzerland and Czech Republic, our IT partners IBM and Microsoft, our Modal Assurance team in Switzerland, our Legal team, our CFO and CEO.

The first elements that we have collected indicate that the attacker compromised one of our web servers via trojans and got access to all data stored there, including credentials such as connection strings to storage accounts where we store documents containing personal data of flammèche Cosmetics customers. We are also able to confirm that the data was indeed downloaded by the adversary and then deleted from the database (approximately 4 TB).
Initial elements seem to indicate that the adversary is located in Russia and has been accessing a server and database primarily dedicated to the operation of our Russia and other ex-Soviet commercial markets.
We have taken immediate measures to limit any further damage. However at this stage we are not able to confirm whether the adversary is still in our infrastructure or not. We are currently informing relevant data protection authorities.
Please note that the data stolen does not concern – as far as we can tell – any Swiss data subjects, as our Group does not run any commercial operations in Switzerland.

Thank you and best regards,
Daniel Ratliff"
156,Phishing/Classified-Ad-Phishing,Phishing/Refund-Phishing,"Attempted phishing fraud via the Tutti.ch platform. A supposed buyer (""Renate Gohl"") contacted me via SMS to buy an item (Logitech keyboard). I was sent a professionally forged Swiss Post receipt (timestamped Good Friday, 03.04.2026, 15:08, even though post offices are closed). Additionally, I received a phishing link to the domain: swisspost.zahlung-10367020info.cfd/get/270797485 The goal was clearly to steal my TWINT or bank credentials via a fake website. I entered no data and blocked the user. user phone number +41772929222"
98,Phishing/Other-Phishing,Phishing/Vishing/Callback-Scam,"I would like to report a phishing attempt.

Phone number: +49 15510 085907

Platform: WhatsApp

The sender contacted me with a suspicious message containing a link impersonating a legitimate service (Tripadvisor / Booking).

Phishing link:

https://tripadvisor.de-booking-invitation.link/PropertyRental-g6094219/en/543341515

The link appears to be fraudulent and designed to steal personal or financial information.

I was asked to make a bank transfer to:

NAME: Maria Encarnacion Sanchez Perez

IBAN: ES64 2100 6449 1602 0019 5464

BIC: CAIXESBBXXX

BANK: CAIXABANK, S.A.

ADDRESS: DIAGONAL 621 8028 BARCELONA. SPAIN


I received this message via WhatsApp.

Please investigate and take appropriate action."
69,Phishing/Other-Phishing,Phishing/Parcel-Notification-Phishing,"I received a text message from the  number +63 912 199 94038.

I was told that I must pay a fine before 29. September 2025, otherwise I could lose my driver's license.

The link, which I did not click on is:
https://stadt-zuerichab.help/ch-de

To open the link, I am asked to answer 'Ja"" or to copy the link into my browser."
78,Phishing/Other-Phishing,Fraud/Fake-Sextortion/With-Password,"Two hotels in Lausanne area (https://hotelbeaulutry.ch and  https://futurapartments.com/en) had their reservations system hacked. Clients are asked to complete payments or reservation, using fake WhatsApp messages. Messages are impersonating the hotels, and are using correct personal information. Personal data exposed: Name, phone, home address, reservation are confirmed as exposed. Credit cards, residence permit and passport - possibly exposed."
179,Phishing/Other-Phishing,Phishing/Refund-Phishing,"I was the victim of a sophisticated phishing attack. A Mail that took me to a website that appeared to be the official SBB login/verification page prompted me to enter my card details. I believed it was legitimate. I did not knowingly approve or authorize a EUR1499 payment to the merchant Refurbed Marketplace. My Credit Suisse cards have been recently replaced by UBS Credit cards requiring me to update my new card Information for many Sites. I   assumed by mistake that I was being requested to enter my new UBS card Details to replace the Credit Suisse card Details. 







As soon as I realized what happened, I immediately:







blocked my card,

reported the incident to UBS,









This was a deception-based unauthorized transaction. I request full reimbursement under UBS’s fraud-protection policy and Mastercard rules regarding misuse caused by social-engineering fraud."
180,Phishing/Other-Phishing,Phishing/Parcel-Notification-Phishing,"I have received a mail from ЅВВ СFF FFЅ with e-mail address 

with the following content. The message was not sent to the spam folder and it was mimiquing very well SBB mails



Sehr geehrter Kunde,



Diin Abo isch abg'laufe und muess erneuert wärde. Als Dank für dini Treue bietemer dir 60% Rabatt uf d'nöchst Mitgliedschaft!



Jetza erneuer

Faus di kei Verlängerig wöu, cha's diin Abo do kündige.



SBB CFF FFS

Wylerstrasse 123/125

CH-3000 Bern 65



MwSt-Nummer: CHE-102.90"
177,Phishing/Other-Phishing,Phishing/Parcel-Notification-Phishing,"-------- Forwarded Message --------

Subject: 	Verlängerung: Verwalten Sie Ihr Abonnement.

Date: 	Wed, 20 Dec 2023 15:11:05 -0300 (-03)

From: 	Spotify® 

Reply-To: 	no-reply@uhmailsrvc5.com








Netflix



*Erneuern Sie Ihr Spotify-Abonnement.*



Spotify Prämie - 3 Monate kostenlos testen



*Hallo*,



Wir haben Schwierigkeiten mit Ihren Rechnungsinformationen.

  Wir werden es erneut versuchen, aber es ist möglich, dass Sie

Ihre Zahlungsdetails aktualisieren müssen.



	

	_Überprüfen und bestätigen_ 

 

	



	



Für weitere Informationen besuchen Sie bitte die Hilfe oder kontaktieren 

Sie uns.



Das Spotify-Team



	

Haben Sie noch Fragen? Besuchen Sie das Hilfe-Center



‪



Einstellungen für die Kommunikation

Bedingungen für die Nutzung

Datenschutz

Hilfe-Center





SRC:633B530F_41c86ac4-96f9-443b-a42f-1242c121b4cb_fr_EVO



Descadastre-se  

caso não queira receber mais e-mails."
175,Phishing/Other-Phishing,Phishing/Refund-Phishing,"De : noreply@notify.thinkific.com <noreply@notify.thinkific.com> 

Envoyé : dimanche, 18 décembre 2022 07:03

À : paul@gmail.ch

Objet : Your suspension notification!



 







 





 



   <https://files.cdn.thinkific.com/file_uploads/167072/images/7cf/726/a81/png.png> 



Dear user,



We were unable to validate your billing information for the next billing cycle of your subscription therefore we'll suspend your membership if we do not receive a response from you within 48hours.



Obviously we'd love to have you back, simply update your details and continue to enjoy all the best TV shows & movies without interruption.



 







RESTART MEMBERSHIP <https://email.notify.thinkific.com/c/eJwNjUEOgyAQRU8jOw0OFJkFi256DQPDEEm1WsQ26elL_tv9lzx2o5lGpZWaUETnKYEHkZ1RyD5KRo0JZ8PWjwE0INysJtNpeebIz_zuIyd_rbU3GAOaZAL19DV2GjafV7E4SoRqamsiaLZBmVvQI3iyYLlFV7fUepydunfwaPB27CVfG3Fhn0_KfqB9G0Jp368UUdzn1_ovriClHGgR1Z258vzltYk8H2WPF9W8v_5B3kWO> 





 



We're here to help if you need it. Visit the Help

Center for more info or contact us.



 



—The Netflix Team





 





 



 





  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 





  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Femail_wotif%2Fbase-soc-fb.png&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=1o091_TJj5VihHt.BDtCSA--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Femail_wotif%2Fbase-soc-twt.png&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ND8xotj8od21wVN99RTUPA--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Femail_wotif%2Fbase-soc-ins.png&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=v0GS0gzpNnEjuhBPTpmceA--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Femail%2F2016%2FETM%2FLM%2Fbase-soc-blg.png&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=9wsxDbTekG4GuknpE5SDng--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



 









Powered by Thinkific <https://email.notify.thinkific.com/c/eJwtj0tuhDAQRE8DO5B_MXjhRaRoroFMux1ag4EYM9bk9DFSpFqU3luUCi3XA5dKysG03joIwomWrJYGnWdolAlm0jg6PgsljPgYFehGsZM8Pumn8xjcteZOGz8bHfQMHRQ9Dn10tLaL1TxwDoxxDVjL7HnwwPWIozIgvWxXu-R8NPKzEY-aUkqfF9qeFAh62OON5ePKcTr3KwE28mulFyaCxYHzGN-N0LeO6OmKVeM9_Q_BxcPR91bxsRdM6Lv53SUMmJJb22Rfv_XMhlkwxnpY2mxPyjgVXOs2Tkfa_QWZ9u0PN3xhSw>  



Everything you need to create & deliver courses on your own site 



  <https://email.notify.thinkific.com/o/eJwNzEsOgyAQANDTlJ2GzwjOgrMYmBkiqdZWsSY9fd285ZNofDAOnAuoOCYqNllVo3coibUgYMHJy5hMtmDRDiOQf4A-KsuzfjqWks6ldR45oy8-U0eXH0O_prqoOQ5InEK5yZTHorUhRA4AxpAFHdQev7_7e0mzWuueZtXiUZtMlyy0rTK9941PanV7_QH9GDUh>"
79,Phishing/Other-Phishing,Phishing/Vishing/Callback-Scam,"booking.com scam

Whatsapp number of scammers: +1 (555) 776-2096

They want me to confirm my reservation and give my credit card information. They had all my details: name, dates of the holiday and booking reservation number."
72,Phishing/Other-Phishing,Fraud/Fake-Support/Other-Fake-Support,I want to report hat through the use dating apps individuals try to have you buy tickets of shows that do not actually exist through their made up website (which originally seems inoffensive). Please confirm if you have the same diagnosis.
70,Phishing/Other-Phishing,Phishing/Classified-Ad-Phishing,"I received an email which impersonated a travel agent Voyage Privé. The scamners used email address ask@wantyourfeedback.com and guestsolutions@aol.com which appeared nickenamed as Voyage Prive. I contacted Voyage Prive since information looked suspicious. The agency confirmed it was a phishing attempt. The email requested to click a link to confirm a trip I recently booked with Voyage Prive. In addition, I also receiveda whatsapp message with a similar confirmation request from mobile phone number +1 (555) 779-5171 and named Sanskritam."
170,Phishing/Parcel-Notification-Phishing,Phishing/Vishing/Other-Vishing,"{𝗞𝗪:𝗔𝗥:𝟯𝟮:𝗛𝟯:𝗫𝗫:𝗤𝟯:𝗕𝗠:𝗕𝟳:𝗕𝗘} DPD Scһwеiz: 

Wir konnten Iһr Ρaket hеutе niсht zᴜѕtelӀen, da die Αdressаnɡabеn unvolӀѕtändig ѕᎥnd.  

Bitte vervollständᎥgen Ѕiе Ιhrе LiеꬵеrᎥnfоrmatᎥonen und bеɡlеᎥchen SᎥe dᎥe ServᎥcegebühr, dаmᎥt wir dᎥe erneute ZustеӀlunɡ verаnlаѕѕen könnеn.  



Jetzt aktuаliѕieren: https://shorturl.at/RJ4O6



⋁ᎥеӀen Danκ für Ihr Vеrѕtändnis.  

Ιhr DPD Team"
102,Phishing/Refund-Phishing,Phishing/Parcel-Notification-Phishing,"I've recieved a following message from Swisspass LTD:



Ihr letztes Abonnement wurde fälschlicherweise zweimal bezahlt!



Sehr geehrter Kunde ,



Wir möchten Sie darüber informieren, dass Ihr letztes Abonnement versehentlich zweimal bezahlt wurde.



Um eine Rückerstattung anzufordern, nutzen Sie einfach den unten stehenden Link und folgen Sie den Anweisungen.



Jetzt beantragen"
131,Phishing/Vishing/Callback-Scam,Phishing/Parcel-Notification-Phishing,"Beginning of forwarded message:

From: Apple Receipt <noreply.billing@apple-receipts-services.com>
Date: 06 May 2026 at 02:11:48 CEST
Subject: Your receipt from Apple. — Order ID: APL-CH-77428195

APPLE
Your receipt.

Order ID: APL-CH-77428195
Document number: 224875902
Date: 06 May 2026


SUBSCRIPTION RENEWED

Apple One Premier (Family)
Plan: Annual
Amount: CHF 449.00
Payment method: Card ending **4471


This receipt is automatically generated. The subscription will continue for another 12 months.

Not you? If you did not authorize this renewal, you can cancel within 24 hours and request a full refund. Please call our Apple Care billing department:

📞 Apple Care Refund Line
+1 (650) 209-8830 (24/7)

After 24 hours the charge becomes non-refundable per our terms.

Sincerely,
Apple Inc.
One Apple Park Way, Cupertino, CA 95014"
120,Phishing/Vishing/Callback-Scam,Phishing/Refund-Phishing,"I received a fraudulent email supposedly from UBS, telling me about a transaction (payment) on hold, and asking me to call a phone number in Switzerland if I did not initiate that transaction. I'm reporting this in the hope that you can locate and block that phone number as this is clearly a criminal activity aiming to collect my bank details."
132,Phishing/Vishing/Callback-Scam,Phishing/Parcel-Notification-Phishing,"Hello

I received an email saying my Disney+ subscription was renewed for CHF 189.90 for one year. I do not have Disney+. The email asks me to call +44 20 8089 5536 within 12 hours to cancel and get a refund. The sender address is some random gmail-like domain (disney-billing-help.eu). I'm not calling but reporting.

Best
T. Nakamura"
128,Phishing/Vishing/Callback-Scam,Phishing/Parcel-Notification-Phishing,"Beginning of forwarded message:

From: Norton Auto-Renewal <noreply.subscription@norton-billing-ch.com>
Date: 22 April 2026 at 06:14:00 CEST
Subject: Norton 360 Premium — Subscription Auto-Renewed
To: undisclosed-recipients:;


Dear Customer,

Your Norton 360 Premium subscription has been successfully renewed.

Plan: Norton 360 Premium
Duration: 12 months
Amount charged: CHF 519.99
Payment method: Card on file
Invoice no.: NRT-2026-4451-CH
Renewal date: 22.04.2026

You are receiving this confirmation because automatic renewal is enabled on your account.

If you did NOT authorize this transaction or wish to cancel and request a refund, contact our customer care immediately:

CUSTOMER CARE LINE (TOLL-FREE)
+1 (888) 416-7720

Available 24/7. Refunds processed within 24-48 business hours.

Thank you for trusting Norton.

Norton Customer Protection Team"
