seed,model,condition,example_id,true_leaf,pred_leaf,snap_reason,elapsed_s,raw_len,prompt_eval_count,eval_count,done_reason,raw_response
0,gemma4:26b,0a,36,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.4918062686920166,24,348,8,stop,Fraud/Fake-Support/Popup
0,gemma4:26b,0a,37,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.4860951900482178,24,336,8,stop,Fraud/Fake-Support/Popup
0,gemma4:26b,0a,38,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.508991003036499,24,423,8,stop,Fraud/Fake-Support/Popup
0,gemma4:26b,0a,39,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Other-Fake-Support,exact,0.5593960285186768,37,430,12,stop,Fraud/Fake-Support/Other-Fake-Support
0,gemma4:26b,0a,40,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.5559079647064209,45,406,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:26b,0a,41,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.6410181522369385,45,620,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:26b,0a,42,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.5595200061798096,45,383,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:26b,0a,43,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.6264948844909668,45,608,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:26b,0a,44,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.5449240207672119,45,330,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:26b,0a,45,Fraud/Investment-Fraud/Other-Investment-Fraud,Phishing/Vishing/Other-Vishing,exact,0.5079350471496582,30,310,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:26b,0a,46,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Pig-Butchering,exact,0.7137751579284668,37,851,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,47,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.5813477039337158,45,440,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:26b,0a,48,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.5322649478912354,45,307,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:26b,0a,49,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.5122470855712891,45,289,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:26b,0a,50,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5497620105743408,37,413,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,51,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5369110107421875,37,355,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,52,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5147981643676758,37,302,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,53,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5456192493438721,37,385,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,54,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5546689033508301,37,422,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,55,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5172159671783447,37,289,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,56,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5300641059875488,37,338,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,57,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5149080753326416,37,294,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,58,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5438809394836426,37,379,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,59,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5388579368591309,37,364,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:26b,0a,60,Malware/Ransomware,Malware/Ransomware,exact,0.4769880771636963,18,340,7,stop,Malware/Ransomware
0,gemma4:26b,0a,61,Malware/Ransomware,Malware/Ransomware,exact,0.4842979907989502,18,345,7,stop,Malware/Ransomware
0,gemma4:26b,0a,62,Malware/Ransomware,Malware/Ransomware,exact,0.4779691696166992,18,360,7,stop,Malware/Ransomware
0,gemma4:26b,0a,63,Malware/Ransomware,Malware/Ransomware,exact,0.4755899906158447,18,327,7,stop,Malware/Ransomware
0,gemma4:26b,0a,64,Malware/Ransomware,Malware/Ransomware,exact,0.5861110687255859,18,660,7,stop,Malware/Ransomware
0,gemma4:26b,0a,65,Malware/Ransomware,Malware/Ransomware,exact,0.5600650310516357,18,496,7,stop,Malware/Ransomware
0,gemma4:26b,0a,66,Malware/Ransomware,Malware/Ransomware,exact,0.49213695526123047,18,364,7,stop,Malware/Ransomware
0,gemma4:26b,0a,67,Malware/Ransomware,Malware/Ransomware,exact,0.48128199577331543,18,346,7,stop,Malware/Ransomware
0,gemma4:26b,0a,68,Malware/Ransomware,Malware/Ransomware,exact,0.47403693199157715,18,338,7,stop,Malware/Ransomware
0,gemma4:26b,0a,69,Malware/Ransomware,Malware/Ransomware,exact,0.4693179130554199,18,326,7,stop,Malware/Ransomware
0,gemma4:26b,0a,70,Phishing/Classified-Ad-Phishing,Phishing/Other-Phishing,exact,0.48577308654785156,23,345,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,71,Phishing/Classified-Ad-Phishing,Phishing/Other-Phishing,exact,0.5048460960388184,23,407,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,72,Phishing/Classified-Ad-Phishing,Phishing/Other-Phishing,exact,0.4887399673461914,23,319,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,73,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.5368342399597168,31,412,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:26b,0a,74,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.5423312187194824,31,390,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:26b,0a,75,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.5396149158477783,31,387,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:26b,0a,76,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.5853261947631836,31,524,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:26b,0a,77,Phishing/Classified-Ad-Phishing,Phishing/Other-Phishing,exact,0.5534300804138184,23,484,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,78,Phishing/Classified-Ad-Phishing,Phishing/Other-Phishing,exact,0.4827768802642822,23,296,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,79,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.529062032699585,31,393,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:26b,0a,80,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.5322139263153076,23,478,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,81,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.5092804431915283,23,363,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,82,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.4823160171508789,23,344,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,83,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.5121889114379883,23,428,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,84,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.5126919746398926,23,425,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,85,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.5683040618896484,23,551,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,86,Phishing/Other-Phishing,Phishing/Other-Phishing,substring_last,1.4572498798370361,14,2677,5,stop,Other-Phishing
0,gemma4:26b,0a,87,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.5218749046325684,23,312,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,88,Phishing/Other-Phishing,Fraud/Investment-Fraud/Other-Investment-Fraud,substring_last,0.46416378021240234,28,299,8,stop,Fraud/Other-Investment-Fraud
0,gemma4:26b,0a,89,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.49291110038757324,23,375,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,90,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5331661701202393,37,432,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:26b,0a,91,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.7508437633514404,37,992,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:26b,0a,92,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5400650501251221,37,357,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:26b,0a,93,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5561771392822266,37,470,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:26b,0a,94,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5246131420135498,37,365,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:26b,0a,95,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5007669925689697,37,317,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:26b,0a,96,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5718069076538086,37,518,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:26b,0a,97,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5085177421569824,37,304,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:26b,0a,98,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5004708766937256,37,314,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:26b,0a,99,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.6420350074768066,37,694,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:26b,0a,100,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.5555770397186279,24,484,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,101,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.6618101596832275,24,416,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,102,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.5098047256469727,24,416,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,103,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.495805025100708,24,357,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,104,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.48160314559936523,24,345,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,105,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.5191731452941895,24,463,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,106,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.5723919868469238,24,556,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,107,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.5577919483184814,24,476,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,108,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.498568058013916,24,336,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,109,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.5672919750213623,24,577,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,110,Phishing/Vishing/Callback-Scam,Phishing/Refund-Phishing,exact,0.5744681358337402,24,535,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,111,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Callback-Scam,exact,0.5470452308654785,30,387,11,stop,Phishing/Vishing/Callback-Scam
0,gemma4:26b,0a,112,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Callback-Scam,exact,0.5204300880432129,30,341,11,stop,Phishing/Vishing/Callback-Scam
0,gemma4:26b,0a,113,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Callback-Scam,exact,0.5113332271575928,30,304,11,stop,Phishing/Vishing/Callback-Scam
0,gemma4:26b,0a,114,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Callback-Scam,exact,0.525364875793457,30,341,11,stop,Phishing/Vishing/Callback-Scam
0,gemma4:26b,0a,115,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Callback-Scam,exact,0.512920618057251,30,323,11,stop,Phishing/Vishing/Callback-Scam
0,gemma4:26b,0a,116,Phishing/Vishing/Callback-Scam,Phishing/Refund-Phishing,exact,0.4898340702056885,24,355,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,117,Phishing/Vishing/Callback-Scam,Phishing/Refund-Phishing,exact,0.5450229644775391,24,512,8,stop,Phishing/Refund-Phishing
0,gemma4:26b,0a,118,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Callback-Scam,exact,0.5301558971405029,30,349,11,stop,Phishing/Vishing/Callback-Scam
0,gemma4:26b,0a,119,Phishing/Vishing/Callback-Scam,Phishing/Other-Phishing,exact,0.4974799156188965,23,393,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,120,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5222692489624023,30,352,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:26b,0a,121,Phishing/Vishing/Other-Vishing,Phishing/Other-Phishing,exact,0.46375608444213867,23,300,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0a,122,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.518104076385498,30,336,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:26b,0a,123,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5097911357879639,30,318,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:26b,0a,124,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5037307739257812,30,306,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:26b,0a,125,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5450742244720459,30,423,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:26b,0a,126,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5156772136688232,30,325,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:26b,0a,127,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5130670070648193,30,329,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:26b,0a,128,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5162632465362549,30,333,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:26b,0a,129,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.49907803535461426,30,284,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:26b,0b,0,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,1.134044885635376,43,1668,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:26b,0b,1,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.5978720188140869,43,1653,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:26b,0b,2,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.5703580379486084,43,1636,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:26b,0b,3,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Phishing/Other-Phishing,exact,0.5016810894012451,23,1683,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0b,4,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.6825840473175049,43,1885,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:26b,0b,5,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.5899538993835449,43,1660,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:26b,0b,6,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.6817851066589355,43,1887,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:26b,0b,7,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.586406946182251,43,1667,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:26b,0b,8,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.5814859867095947,43,1633,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:26b,0b,9,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Phishing/Other-Phishing,exact,0.5049681663513184,23,1689,8,stop,Phishing/Other-Phishing
0,gemma4:26b,0b,10,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.5933501720428467,35,1794,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:26b,0b,11,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.6534137725830078,35,1929,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:26b,0b,12,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.5732238292694092,35,1725,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:26b,0b,13,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.5762989521026611,43,1633,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:26b,0b,14,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.5256199836730957,35,1620,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:26b,0b,15,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.5783538818359375,35,1772,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:26b,0b,16,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.6303889751434326,35,1853,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:26b,0b,17,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.5309958457946777,35,1627,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:26b,0b,18,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.5344812870025635,35,1645,12,stop,Fraud/Fake-Sextortion/With-Password
