_id,leaf_label,pred,text
84,Malware/Ransomware,Fraud/Fake-Sextortion/Other-Fake-Sextortion,"Dear Madam / Sir,
I have just tried to report this through the online form but an error occurred.

I am working in the Modal Assurance team (Risk Management / Security) of flammèche Cosmetics, based in Basel.
During last weekend (31st march / 1st April), 1 database of our Group hosted by Microsoft Azure and containing personal data of customers has been attacked.
The adversary then accessed our mailing system (Sendgrid) and sent an email to some approximately 2,700 of our colleagues, in several waves yesterday and today. The emails were to inform of the attack, and to threaten to sell the stolen data if the company did not pay 45 BTC in ransom. You can find the emails in attachment.
We have established a crisis management team comprising of our internal IT teams in Switzerland and Czech Republic, our IT partners IBM and Microsoft, our Modal Assurance team in Switzerland, our Legal team, our CFO and CEO.

The first elements that we have collected indicate that the attacker compromised one of our web servers via trojans and got access to all data stored there, including credentials such as connection strings to storage accounts where we store documents containing personal data of flammèche Cosmetics customers. We are also able to confirm that the data was indeed downloaded by the adversary and then deleted from the database (approximately 4 TB).
Initial elements seem to indicate that the adversary is located in Russia and has been accessing a server and database primarily dedicated to the operation of our Russia and other ex-Soviet commercial markets.
We have taken immediate measures to limit any further damage. However at this stage we are not able to confirm whether the adversary is still in our infrastructure or not. We are currently informing relevant data protection authorities.
Please note that the data stolen does not concern – as far as we can tell – any Swiss data subjects, as our Group does not run any commercial operations in Switzerland.

Thank you and best regards,
Daniel Ratliff"
98,Phishing/Other-Phishing,Phishing/Classified-Ad-Phishing,"I would like to report a phishing attempt.

Phone number: +49 15510 085907

Platform: WhatsApp

The sender contacted me with a suspicious message containing a link impersonating a legitimate service (Tripadvisor / Booking).

Phishing link:

https://tripadvisor.de-booking-invitation.link/PropertyRental-g6094219/en/543341515

The link appears to be fraudulent and designed to steal personal or financial information.

I was asked to make a bank transfer to:

NAME: Maria Encarnacion Sanchez Perez

IBAN: ES64 2100 6449 1602 0019 5464

BIC: CAIXESBBXXX

BANK: CAIXABANK, S.A.

ADDRESS: DIAGONAL 621 8028 BARCELONA. SPAIN


I received this message via WhatsApp.

Please investigate and take appropriate action."
69,Phishing/Other-Phishing,Phishing/Parcel-Notification-Phishing,"I received a text message from the  number +63 912 199 94038.

I was told that I must pay a fine before 29. September 2025, otherwise I could lose my driver's license.

The link, which I did not click on is:
https://stadt-zuerichab.help/ch-de

To open the link, I am asked to answer 'Ja"" or to copy the link into my browser."
78,Phishing/Other-Phishing,Fraud/Fake-Sextortion/With-Password,"Two hotels in Lausanne area (https://hotelbeaulutry.ch and  https://futurapartments.com/en) had their reservations system hacked. Clients are asked to complete payments or reservation, using fake WhatsApp messages. Messages are impersonating the hotels, and are using correct personal information. Personal data exposed: Name, phone, home address, reservation are confirmed as exposed. Credit cards, residence permit and passport - possibly exposed."
180,Phishing/Other-Phishing,Phishing/Refund-Phishing,"I have received a mail from ЅВВ СFF FFЅ with e-mail address 

with the following content. The message was not sent to the spam folder and it was mimiquing very well SBB mails



Sehr geehrter Kunde,



Diin Abo isch abg'laufe und muess erneuert wärde. Als Dank für dini Treue bietemer dir 60% Rabatt uf d'nöchst Mitgliedschaft!



Jetza erneuer

Faus di kei Verlängerig wöu, cha's diin Abo do kündige.



SBB CFF FFS

Wylerstrasse 123/125

CH-3000 Bern 65



MwSt-Nummer: CHE-102.90"
175,Phishing/Other-Phishing,Phishing/Refund-Phishing,"De : noreply@notify.thinkific.com <noreply@notify.thinkific.com> 

Envoyé : dimanche, 18 décembre 2022 07:03

À : paul@gmail.ch

Objet : Your suspension notification!



 







 





 



   <https://files.cdn.thinkific.com/file_uploads/167072/images/7cf/726/a81/png.png> 



Dear user,



We were unable to validate your billing information for the next billing cycle of your subscription therefore we'll suspend your membership if we do not receive a response from you within 48hours.



Obviously we'd love to have you back, simply update your details and continue to enjoy all the best TV shows & movies without interruption.



 







RESTART MEMBERSHIP <https://email.notify.thinkific.com/c/eJwNjUEOgyAQRU8jOw0OFJkFi256DQPDEEm1WsQ26elL_tv9lzx2o5lGpZWaUETnKYEHkZ1RyD5KRo0JZ8PWjwE0INysJtNpeebIz_zuIyd_rbU3GAOaZAL19DV2GjafV7E4SoRqamsiaLZBmVvQI3iyYLlFV7fUepydunfwaPB27CVfG3Fhn0_KfqB9G0Jp368UUdzn1_ovriClHGgR1Z258vzltYk8H2WPF9W8v_5B3kWO> 





 



We're here to help if you need it. Visit the Help

Center for more info or contact us.



 



—The Netflix Team





 





 



 





  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 





  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Femail_wotif%2Fbase-soc-fb.png&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=1o091_TJj5VihHt.BDtCSA--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Femail_wotif%2Fbase-soc-twt.png&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ND8xotj8od21wVN99RTUPA--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Femail_wotif%2Fbase-soc-ins.png&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=v0GS0gzpNnEjuhBPTpmceA--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Femail%2F2016%2FETM%2FLM%2Fbase-soc-blg.png&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=9wsxDbTekG4GuknpE5SDng--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



  <https://ecp.yusercontent.com/mail?url=https%3A%2F%2Fimages.trvl-media.com%2Fmedia%2Fcontent%2Fexpus%2Fgraphics%2Fmail%2Fimages%2Fspacer.gif&t=1671327144&ymreqid=47278aa2-f381-8451-1c57-110003012f00&sig=ltdT9DXCu_q4SPeJMc84xQ--~D> 



 









Powered by Thinkific <https://email.notify.thinkific.com/c/eJwtj0tuhDAQRE8DO5B_MXjhRaRoroFMux1ag4EYM9bk9DFSpFqU3luUCi3XA5dKysG03joIwomWrJYGnWdolAlm0jg6PgsljPgYFehGsZM8Pumn8xjcteZOGz8bHfQMHRQ9Dn10tLaL1TxwDoxxDVjL7HnwwPWIozIgvWxXu-R8NPKzEY-aUkqfF9qeFAh62OON5ePKcTr3KwE28mulFyaCxYHzGN-N0LeO6OmKVeM9_Q_BxcPR91bxsRdM6Lv53SUMmJJb22Rfv_XMhlkwxnpY2mxPyjgVXOs2Tkfa_QWZ9u0PN3xhSw>  



Everything you need to create & deliver courses on your own site 



  <https://email.notify.thinkific.com/o/eJwNzEsOgyAQANDTlJ2GzwjOgrMYmBkiqdZWsSY9fd285ZNofDAOnAuoOCYqNllVo3coibUgYMHJy5hMtmDRDiOQf4A-KsuzfjqWks6ldR45oy8-U0eXH0O_prqoOQ5InEK5yZTHorUhRA4AxpAFHdQev7_7e0mzWuueZtXiUZtMlyy0rTK9941PanV7_QH9GDUh>"
79,Phishing/Other-Phishing,Phishing/Classified-Ad-Phishing,"booking.com scam

Whatsapp number of scammers: +1 (555) 776-2096

They want me to confirm my reservation and give my credit card information. They had all my details: name, dates of the holiday and booking reservation number."
72,Phishing/Other-Phishing,Fraud/Investment-Fraud/Pig-Butchering,I want to report hat through the use dating apps individuals try to have you buy tickets of shows that do not actually exist through their made up website (which originally seems inoffensive). Please confirm if you have the same diagnosis.
70,Phishing/Other-Phishing,Phishing/Classified-Ad-Phishing,"I received an email which impersonated a travel agent Voyage Privé. The scamners used email address ask@wantyourfeedback.com and guestsolutions@aol.com which appeared nickenamed as Voyage Prive. I contacted Voyage Prive since information looked suspicious. The agency confirmed it was a phishing attempt. The email requested to click a link to confirm a trip I recently booked with Voyage Prive. In addition, I also receiveda whatsapp message with a similar confirmation request from mobile phone number +1 (555) 779-5171 and named Sanskritam."
170,Phishing/Parcel-Notification-Phishing,Phishing/Refund-Phishing,"{𝗞𝗪:𝗔𝗥:𝟯𝟮:𝗛𝟯:𝗫𝗫:𝗤𝟯:𝗕𝗠:𝗕𝟳:𝗕𝗘} DPD Scһwеiz: 

Wir konnten Iһr Ρaket hеutе niсht zᴜѕtelӀen, da die Αdressаnɡabеn unvolӀѕtändig ѕᎥnd.  

Bitte vervollständᎥgen Ѕiе Ιhrе LiеꬵеrᎥnfоrmatᎥonen und bеɡlеᎥchen SᎥe dᎥe ServᎥcegebühr, dаmᎥt wir dᎥe erneute ZustеӀlunɡ verаnlаѕѕen könnеn.  



Jetzt aktuаliѕieren: https://shorturl.at/RJ4O6



⋁ᎥеӀen Danκ für Ihr Vеrѕtändnis.  

Ιhr DPD Team"
165,Phishing/Parcel-Notification-Phishing,Phishing/Classified-Ad-Phishing,"Hello,

My name is marta juoio. I have received the below email which I am unsure of whether it might be fraudulent. I am therefore reluctant to click on any links provided in the mail. Could you kindly let me know if it is fraudulent or not?



Thank you so much.



Kind regards,

marta juoio



________________________________

From: MRELAY-Consigne 

Sent: Thursday, April 30, 2026 1:31 PM

To: juoio@hotmail.com 

Subject: Choisissez une nouvelle date ou point relais



[https://promo-train003.com/logo.png]

Livraison échouée

Action requise

La première tentative de livraison n’a pas abouti.

Merci de vérifier vos informations pour reprogrammer.

LIVRAISON



Les informations de livraison doivent être confirmées.

STATUT



Tentative échouée

Absence / accès impossible

SUIVIS



FR24945618

PROCHAINE ÉTAPE



Choisissez une nouvelle date

ou point relais

DÉLAI



À confirmer

Reprogrammer la livraison 

Besoin d’aide ? Contactez notre support"
100,Phishing/Refund-Phishing,Malware/Ransomware,"What is special and highly irritating about this case is that I have been changing my AXA car insurance and after signing the new insurance, I got several phishing e-mails claiming I would get a refund from AXA. It seemed like the attackers had inside knowledge that I just changed my insurance as the timing of these e-mails was perfect and none of this information could be found in the public domain. Of course it can be pure co-incidence but a seemed to me to be a bit too well timed."
105,Phishing/Refund-Phishing,Phishing/Other-Phishing,"I fell for this scam (attached). BLKB was able to prevent major damage by blocking my credit card.

Kind regards
John Smith

> Beginning of forwarded message:
>
> From: Swisscom
> Subject: Refund due to the recent service interruption
> Date: 2 May 2026 at 22:06:56 CEST
> To: john.smith@bluewin.ch
> Reply to: support@cercle-st-symphorien.fr
>
> Swisscom	john.smith@bluewin.ch
> We are refunding you 91.80 CHF due to a problem with our service and an interruption. To receive the refund, please click the button below and confirm that you are the holder of the affected account. Our system has detected the interruption, which is why you are receiving this email.
> Log in
> © 2026 Swisscom. All rights reserved."
131,Phishing/Vishing/Callback-Scam,Phishing/Parcel-Notification-Phishing,"Beginning of forwarded message:

From: Apple Receipt <noreply.billing@apple-receipts-services.com>
Date: 06 May 2026 at 02:11:48 CEST
Subject: Your receipt from Apple. — Order ID: APL-CH-77428195

APPLE
Your receipt.

Order ID: APL-CH-77428195
Document number: 224875902
Date: 06 May 2026


SUBSCRIPTION RENEWED

Apple One Premier (Family)
Plan: Annual
Amount: CHF 449.00
Payment method: Card ending **4471


This receipt is automatically generated. The subscription will continue for another 12 months.

Not you? If you did not authorize this renewal, you can cancel within 24 hours and request a full refund. Please call our Apple Care billing department:

📞 Apple Care Refund Line
+1 (650) 209-8830 (24/7)

After 24 hours the charge becomes non-refundable per our terms.

Sincerely,
Apple Inc.
One Apple Park Way, Cupertino, CA 95014"
119,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Other-Vishing,"Supposedly, I have a contract that expires soon and is given an erroneous detail to prompt me to call a local number (022 539 49 19) or (info@service-activation.org)"
65,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Other-Vishing,"Hi, I received a message supposedly from Binance. A withdrawal code was requested. If this was not you, please contact us. Could you check whether there have been similar cases and whether you need any further information? When I called back, there was a person on the phone who did not give their name. They had a Middle Eastern or African accent and did not provide any further information. Please refer to the screenshot for further information."
120,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Other-Vishing,"I received a fraudulent email supposedly from UBS, telling me about a transaction (payment) on hold, and asking me to call a phone number in Switzerland if I did not initiate that transaction. I'm reporting this in the hope that you can locate and block that phone number as this is clearly a criminal activity aiming to collect my bank details."
132,Phishing/Vishing/Callback-Scam,Phishing/Other-Phishing,"Hello

I received an email saying my Disney+ subscription was renewed for CHF 189.90 for one year. I do not have Disney+. The email asks me to call +44 20 8089 5536 within 12 hours to cancel and get a refund. The sender address is some random gmail-like domain (disney-billing-help.eu). I'm not calling but reporting.

Best
T. Nakamura"
128,Phishing/Vishing/Callback-Scam,Phishing/Refund-Phishing,"Beginning of forwarded message:

From: Norton Auto-Renewal <noreply.subscription@norton-billing-ch.com>
Date: 22 April 2026 at 06:14:00 CEST
Subject: Norton 360 Premium — Subscription Auto-Renewed
To: undisclosed-recipients:;


Dear Customer,

Your Norton 360 Premium subscription has been successfully renewed.

Plan: Norton 360 Premium
Duration: 12 months
Amount charged: CHF 519.99
Payment method: Card on file
Invoice no.: NRT-2026-4451-CH
Renewal date: 22.04.2026

You are receiving this confirmation because automatic renewal is enabled on your account.

If you did NOT authorize this transaction or wish to cancel and request a refund, contact our customer care immediately:

CUSTOMER CARE LINE (TOLL-FREE)
+1 (888) 416-7720

Available 24/7. Refunds processed within 24-48 business hours.

Thank you for trusting Norton.

Norton Customer Protection Team"
117,Phishing/Vishing/Callback-Scam,Phishing/Refund-Phishing,"I received this message



I don‘t use twint. 



TWINT : ALERTE FRAUDE 



Bonjour,

Une opération de 1’781 CHF a été mis en attente.



[Détails de l’opération]

Marchand : AIR FRANCE

Date : 29/04/2026

Montant : 1’781 CHF

Référence : XTTASO7781



Si vous n’avez pas initié cette opération appelez immédiatement le Service Hotline au 071 508 25 09.



Cordialement,

TWINT Helpline"
134,Phishing/Vishing/Other-Vishing,Fraud/Fake-Sextortion/With-Password,The phisher was posing as EWZ and had my personal info like name and an old address. They sent a link to a fake EWZ website that attempted to get my bank details. I did not give them any details.
140,Phishing/Vishing/Other-Vishing,Fraud/Investment-Fraud/Other-Investment-Fraud,"They mentioned in a badly generated voice that a fraudulent bitcoin transaction on my Paypal account for around 600 was made, I hang up immediately"
